2018-12-02 16:19:34 PM - main - 【INFO】 -logger:  测试通过
2018-12-02 16:49:56 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 16:49:56 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 16:49:56 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 16:49:56 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 16:51:31 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 16:51:33 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 16:51:33 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 16:51:34 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 16:51:34 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-02 16:51:34 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 16:51:34 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-02 16:51:34 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 16:51:34 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 16:51:34 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 16:51:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 16:51:35 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-02 16:51:35 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-02 16:51:35 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 16:51:39 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 16:51:40 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 16:51:40 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 16:51:40 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 16:51:40 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名: >
2018-12-02 16:51:40 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 16:51:41 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-02 16:51:41 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 16:51:41 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 16:51:41 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 16:51:41 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 16:51:41 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 16:51:41 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 16:51:41 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 16:51:41 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 16:51:46 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 16:51:47 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 16:51:47 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 16:51:48 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 16:51:48 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin2 >
2018-12-02 16:51:48 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 16:51:48 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-02 16:51:48 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 16:51:48 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 16:51:48 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 16:51:49 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 16:51:49 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 16:51:49 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 16:51:49 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 16:51:49 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 18:30:54 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 18:30:55 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 18:30:55 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 18:30:56 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 18:30:57 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin >
2018-12-02 18:30:57 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 18:30:57 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123456 >
2018-12-02 18:30:57 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 18:30:57 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 18:30:57 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 18:30:58 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 18:30:58 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->div#userMenu>a
2018-12-02 18:30:58 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：True >
2018-12-02 18:30:58 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 18:31:03 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 18:31:05 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 18:31:05 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 18:31:05 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 18:31:06 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin1 >
2018-12-02 18:31:06 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 18:31:06 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123457 >
2018-12-02 18:31:06 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 18:31:06 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 18:31:06 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 18:31:07 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 18:31:07 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 18:31:07 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 18:31:07 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 18:31:07 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 18:31:11 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 18:31:12 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 18:31:12 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 18:31:13 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 18:31:13 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin2 >
2018-12-02 18:31:13 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 18:31:13 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123458 >
2018-12-02 18:31:13 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 18:31:13 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 18:31:13 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 18:31:14 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 18:31:14 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 18:31:14 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 18:31:14 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 18:31:14 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 18:31:18 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 18:31:19 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 18:31:19 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 18:31:20 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 18:31:20 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin3 >
2018-12-02 18:31:20 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 18:31:20 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123459 >
2018-12-02 18:31:20 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 18:31:21 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 18:31:21 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 18:31:21 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 18:31:21 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 18:31:21 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 18:31:21 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 18:31:21 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
2018-12-02 18:31:26 PM - browserUtil - 【DEBUG】 -logger:  Starting Chrome browser
2018-12-02 18:31:27 PM - browserUtil - 【DEBUG】 -logger:  Maximize the current window
2018-12-02 18:31:27 PM - browserUtil - 【DEBUG】 -logger:  Set imlipcitly wait 10 second.
2018-12-02 18:31:28 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#account
2018-12-02 18:31:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录用户名:admin4 >
2018-12-02 18:31:28 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->[name='password']
2018-12-02 18:31:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 输入登录密码:123460 >
2018-12-02 18:31:28 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->input#keepLoginon
2018-12-02 18:31:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击保持登录按钮 >
2018-12-02 18:31:28 PM - base - 【INFO】 -logger:  正在定位元素信息：定位方式->css selector, value值->#submit
2018-12-02 18:31:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 点击登录按钮 >
2018-12-02 18:31:28 PM - base - 【ERROR】 -logger:  element not Found ! Reason:Alert Text: NoneMessage: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}  (Session info: chrome=68.0.3440.75)  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)
2018-12-02 18:31:28 PM - base - 【ERROR】 -logger:  屏幕截图失败！Reason:Alert Text: None
Message: unexpected alert open: {Alert text : 登录失败，请检查您的用户名或密码是否填写正确。}
  (Session info: chrome=68.0.3440.75)
  (Driver info: chromedriver=2.41.578737 (49da6702b16031c40d63e5618de03a32ff6c197e),platform=Windows NT 6.1.7601 SP1 x86_64)

2018-12-02 18:31:28 PM - LoginPageOperation - 【DEBUG】 -logger:  < 登录断言结果：False >
2018-12-02 18:31:28 PM - test_login - 【INFO】 -logger:  登录断言成功！ 测试通过！
